Similar_Facility_Unit_ID,Facility_Unit.ID,State,Facility_Name,Facility_ID,Unit_ID,Associated_Stacks,Year,Program_Code,Primary_Rep_Info,EPA_Region,NERC_Region,County,County_Code,FIPS_Code,Source_Category,Latitude,Longitude,Owner_Operator,SO2_Phase,NOx_Phase,Unit_Type,Primary_Fuel_Type,Secondary_Fuel_Type,SO2_Controls,NOx_Controls,PM_Controls,Hg_Controls,Commercial_Operation_Date,Operating_Status,Max_Hourly_HI_Rate,Associated_Generators_Capacity,Estimated_NameplateCapacity_MW,min_gen_MW,mean_gen_MW,max_gen_MW,avg_operating_time,non_zero_count,unique_day_hours,start_date,end_date,non_zero_count_CO2,mean_CO2_tons_MW,mean_NOx_lbs_MW,mean_SO2_lbs_MW,mean_Heat_Input_mmBtu,Total_Expected_Points,Time_Slots_Above_3,Reliability_Score_3,Reliability_Label,date_range,CF,mean_CO2_tons_MW_estimate,mean_NOx_lbs_MW_estimate,mean_SO2_lbs_MW_estimate,mean_HI_mmBtu_per_MW,Operation_Year,Age_of_Facility
,55124_P2,AZ,Griffith Energy Project,55124,P2,,2013,ARP,606362,9,,Mohave County,AZ015,15,Electric Utility,35.0517,-114.1334,"Griffith Energy, LLC (Owner)|Griffith Energy, LLC (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners|Selective Catalytic Reduction,,,2001-03-08,Operating,2506,"STG (301.8), CTG2 (176.7)",478.5,1,230.079837846107,312,0.990846871653664,65370,8784,2013-02-27,2023-12-31,65370,0.417436352978949,0.0669924961697953,0.00421471419588906,1616.1173608689,8784,8148,92.7595628415301,High,3959,,,,,,2001,23
,55126_CT01,CT,Milford Power Company LLC,55126,CT01,,2013,"ARP, CAIROS, RGGI",602681,1,NPCC,New Haven County,CT009,9,Electric Utility,41.2239,-73.1,"Milford Power Company, LLC (Owner)|Milford Power Company, LLC (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Water Injection|Selective Catalytic Reduction,,,2002-05-29,Operating,2127.1,CA01 (289),289,0,238.673499551743,300,0.989629885391679,82275,8784,2013-01-01,2023-12-31,82542,0.421046986617861,0.0537507457645427,0.00425114940731718,1690.97869694216,8784,8760,99.7267759562842,High,4016,,,,,,2002,22
,55126_CT02,CT,Milford Power Company LLC,55126,CT02,,2013,"ARP, CAIROS, RGGI",602681,1,NPCC,New Haven County,CT009,9,Electric Utility,41.2239,-73.1,"Milford Power Company, LLC (Owner)|Milford Power Company, LLC (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Water Injection|Selective Catalytic Reduction,,,2002-03-08,Operating,2082,CA02 (289),289,0,235.126947849574,296,0.990253602375918,81508,8784,2013-01-01,2023-12-31,81821,0.4163846564165,0.0504264680152458,0.00420407720590185,1647.40794349861,8784,8760,99.7267759562842,High,4016,,,,,,2002,22
,55127_CT1,CO,Manchief Generating Station,55127,CT1,,2013,ARP,605182,8,WECC,Morgan County,CO087,87,Electric Utility,40.2201,-103.679,"Manchief Power Company, LLC (Owner)|Colorado Energy Management, LLC (Operator)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners,,,2000-07-14,Operating,1449,UN1 (142),142,0,103.009498050069,154,0.914830167316644,15674,6453,2013-01-11,2023-12-16,15898,0.61191265811577,0.605271704795606,0.00617835977882874,1060.64750735942,8592,2562,29.8184357541899,Low,3991,,,,,,2000,24
,55127_CT2,CO,Manchief Generating Station,55127,CT2,,2013,ARP,605182,8,WECC,Morgan County,CO087,87,Electric Utility,40.2201,-103.679,"Manchief Power Company, LLC (Owner)|Colorado Energy Management, LLC (Operator)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners,,,2000-07-21,Operating,1553,UN2 (142),142,0,102.707074039857,154,0.913889402138049,14905,6255,2013-01-06,2023-12-16,15154,0.60815159503554,0.575384098024766,0.00614046053033141,1051.0445719282,8544,2323,27.188670411985,Low,3996,,,,,,2000,24
,55128_T1,GA,Walton County Power,55128,T1,,2013,"ARP, CAIRNOX, CAIRSO2",606323,4,,Walton County,GA297,297,Electric Utility,33.8147,-83.6969,"Walton County Power, LLC (Owner)|Walton County Power, LLC (Operator)|CAMS, LLC (Operator)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners,,,2001-04-23,Operating,1809,101G (176),176,0,137.390374331551,174,0.908263545555443,9786,3743,2013-01-04,2023-11-17,9911,0.589459863433005,0.536915523222852,0.00595158980550439,1362.74326233478,6984,1631,23.3533791523482,Low,3969,,,,,,2001,23
,55128_T2,GA,Walton County Power,55128,T2,,2013,"ARP, CAIRNOX, CAIRSO2",606323,4,,Walton County,GA297,297,Electric Utility,33.8147,-83.6969,"Walton County Power, LLC (Owner)|Walton County Power, LLC (Operator)|CAMS, LLC (Operator)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners,,,2001-05-05,Operating,1809,102G (176),176,0,138.329857353665,174,0.910387604525332,10057,3832,2013-01-04,2023-11-17,10164,0.583559613917133,0.556495509283327,0.00589198740081771,1358.33785263158,7152,1679,23.4759507829978,Low,3969,,,,,,2001,23
,55128_T3,GA,Walton County Power,55128,T3,,2013,"ARP, CAIRNOX, CAIRSO2",606323,4,,Walton County,GA297,297,Electric Utility,33.8147,-83.6969,"Walton County Power, LLC (Owner)|Walton County Power, LLC (Operator)|CAMS, LLC (Operator)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners,,,2001-05-25,Operating,1809,103G (176),176,0,139.762813401376,175,0.909556245839805,8928,3552,2013-01-04,2023-11-17,9014,0.582406890814734,0.460544817442464,0.00588034341359335,1369.68769414245,6696,1563,23.34229390681,Low,3969,,,,,,2001,23
,55129_DBG1,AZ,Desert Basin Generating Station,55129,DBG1,,2013,ARP,603981,9,,Pinal County,AZ021,21,Electric Utility,32.9042,-111.7889,Salt River Project (Owner)|Salt River Project (Operator),Phase 2,,Combined cycle,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,2001-09-15,Operating,2500,"CTG1 (187), STG (272.1)",459.1,0,230.480583208114,317,0.974854667543201,42462,8431,2013-01-15,2023-12-31,42592,0.4500344809812,0.0851245657750741,0.00454380785909297,1745.356659537,8640,6419,74.2939814814815,Medium,4002,,,,,,2001,23
,55129_DBG2,AZ,Desert Basin Generating Station,55129,DBG2,,2013,ARP,603981,9,,Pinal County,AZ021,21,Electric Utility,32.9042,-111.7889,Salt River Project (Owner)|Salt River Project (Operator),Phase 2,,Combined cycle,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,2001-09-15,Operating,2500,"CTG2 (187), STG (272.1)",459.1,0,232.269380847163,317,0.967505053829157,42368,8470,2013-01-07,2023-12-31,42542,0.448555102090798,0.0819704439863806,0.00452889971707901,1753.12472598843,8664,6532,75.3924284395198,Medium,4010,,,,,,2001,23
,55129_DBG4,AZ,Desert Basin Generating Station,55129,DBG4,,2023,ARP,608572,9,,Pinal County,AZ021,21,Electric Utility,32.9042,-111.7889,Salt River Project (Owner)|Salt River Project (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Water Injection|Selective Catalytic Reduction,,,2022-08-18,Operating,435.2,DBSGT4 (49.5),49.5,0,29.353305785124,49,0.695537190082645,457,480,2022-09-06,2023-11-21,484,0.498597663123812,0.153935454353488,0.00503477159146899,246.291324380165,2208,0,0,Low,441,,,,,,2022,2
,55129_DBG5,AZ,Desert Basin Generating Station,55129,DBG5,,2023,ARP,608572,9,,Pinal County,AZ021,21,Electric Utility,32.9042,-111.7889,Salt River Project (Owner)|Salt River Project (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Water Injection|Selective Catalytic Reduction,,,2022-07-29,Operating,435.2,DBSGT5 (49.5),49.5,0,29.753937007874,49,0.715177165354331,479,502,2022-09-01,2023-11-17,508,0.509983592457823,0.335756003969567,0.00514925570625207,255.34449015748,2256,0,0,Low,442,,,,,,2022,2
,55131_GTG-1,IL,Kendall Energy Facility,55131,GTG-1,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2",603241,5,,Kendall County,IL093,93,Electric Utility,41.4797,-88.2581,Dynegy Power Corporation (Owner)|Dynegy Power Corporation (Operator),Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners|Selective Catalytic Reduction|Steam Injection,,,2001-11-21,Operating,2500,"CTG1 (180), STG1 (133)",313,0,231.608823908467,327,0.986704996205232,69709,8784,2013-01-02,2023-12-27,69833,0.439145612086209,0.0879235633323459,0.00443388478217953,1711.46431881775,8784,8749,99.6015482695811,High,4011,,,,,,2001,23
,55131_GTG-2,IL,Kendall Energy Facility,55131,GTG-2,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2",603241,5,,Kendall County,IL093,93,Electric Utility,41.4797,-88.2581,Dynegy Power Corporation (Owner)|Dynegy Power Corporation (Operator),Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners|Selective Catalytic Reduction|Steam Injection,,,2002-01-28,Operating,2500,"STG2 (133), CTG2 (180)",313,0,234.003700566231,329,0.981266069225853,67253,8772,2013-03-04,2023-12-27,67287,0.433389629750441,0.0921715526947001,0.00437577104231094,1706.49873669505,8784,8661,98.5997267759563,High,3950,,,,,,2002,22
,55131_GTG-3,IL,Kendall Energy Facility,55131,GTG-3,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2",603241,5,,Kendall County,IL093,93,Electric Utility,41.4797,-88.2581,Dynegy Power Corporation (Owner)|Dynegy Power Corporation (Operator),Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners|Selective Catalytic Reduction|Steam Injection,,,2002-02-13,Operating,2500,"CTG3 (180), STG3 (133)",313,0,236.765499307014,333,0.985354708731622,69904,8780,2013-01-01,2023-12-27,69987,0.435335927862678,0.0981735277019587,0.00439542272303436,1734.39463627531,8784,8716,99.2258652094718,High,4012,,,,,,2002,22
,55131_GTG-4,IL,Kendall Energy Facility,55131,GTG-4,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2",603241,5,,Kendall County,IL093,93,Electric Utility,41.4797,-88.2581,Dynegy Power Corporation (Owner)|Dynegy Power Corporation (Operator),Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners|Selective Catalytic Reduction|Steam Injection,,,2002-03-13,Operating,2500,"STG4 (133), CTG4 (180)",313,0,231.96209007304,332,0.982649554957566,67632,8782,2013-01-03,2023-12-27,67634,0.439135614860901,0.0981743153148123,0.00443378593167847,1714.04128677884,8784,8680,98.816029143898,High,4010,,,,,,2002,22
,55132_OGTDB1,TX,Tenaska Gateway Generating Station,55132,OGTDB1,,2013,"ARP, CAIRNOX, CAIRSO2",604188,6,,Rusk County,TX401,401,Electric Utility,32.0164,-94.6189,"Tenaska Gateway Partners, Ltd. (Owner)|Tenaska Gateway Partners, Ltd. (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners,,,2001-04-10,Operating,2405,"GTG1 (183.2), STG1 (390)",573.2,0,221.205847158889,382,0.985091361857637,61481,8386,2013-01-01,2023-12-31,61841,0.423406426272525,0.239213036480326,0.00427536292165419,1576.01166037644,8520,7210,84.6244131455399,Medium,4016,,,,,,2001,23
,55132_OGTDB2,TX,Tenaska Gateway Generating Station,55132,OGTDB2,,2013,"ARP, CAIRNOX, CAIRSO2",604188,6,,Rusk County,TX401,401,Electric Utility,32.0164,-94.6189,"Tenaska Gateway Partners, Ltd. (Owner)|Tenaska Gateway Partners, Ltd. (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners,,,2001-04-22,Operating,2405,"STG1 (390), GTG2 (183.2)",573.2,0,223.603419084409,364,0.985185173008959,60703,8277,2013-01-01,2023-12-31,60835,0.423420310530523,0.244358154142561,0.00432207135912202,1593.05273086217,8448,7282,86.1979166666667,Medium,4016,,,,,,2001,23
,55132_OGTDB3,TX,Tenaska Gateway Generating Station,55132,OGTDB3,,2013,"ARP, CAIRNOX, CAIRSO2",604188,6,,Rusk County,TX401,401,Electric Utility,32.0164,-94.6189,"Tenaska Gateway Partners, Ltd. (Owner)|Tenaska Gateway Partners, Ltd. (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners,,,2001-04-30,Operating,2405,"GTG3 (183.2), STG1 (390)",573.2,0,223.628326209262,358,0.98537126830999,58873,8354,2013-01-01,2023-12-31,59187,0.425799704253526,0.234587576683791,0.00430324084374703,1602.26266737063,8496,7266,85.5225988700565,Medium,4016,,,,,,2001,23
,55135_CT01,WI,Neenah Energy Facility,55135,CT01,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2",606208,5,,Winnebago County,WI139,139,Electric Utility,44.1934,-88.5055,Wisconsin Power & Light Company (Owner)|Wisconsin Power & Light Company (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners|Water Injection,,,2000-04-01,Operating,1897,CT01 (186.6),186.6,0,128.724028428852,185,0.908463632239528,13184,5364,2013-01-08,2023-12-26,13210,0.646211992453469,0.491413695356957,0.00653500667252471,1405.70917442915,7680,2070,26.953125,Low,4004,,,,,,2000,24
,55135_CT02,WI,Neenah Energy Facility,55135,CT02,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2",606208,5,,Winnebago County,WI139,139,Electric Utility,44.1934,-88.5055,Wisconsin Power & Light Company (Owner)|Wisconsin Power & Light Company (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners|Water Injection,,,2000-04-01,Operating,1897,CT02 (186.6),186.6,0,130.205547652916,183,0.907631578947368,14002,5392,2013-01-08,2023-12-26,14035,0.638367665743518,0.487408856769852,0.00647407152494415,1404.51285135135,7896,2235,28.3054711246201,Low,4004,,,,,,2000,24
,55137_CTG-1,TX,"Rio Nogales Power Project, LP",55137,CTG-1,,2013,"ARP, CAIRNOX, CAIRSO2",603938,6,,Guadalupe County,TX187,187,Electric Utility,29.5932,-97.9724,City Public Service (Owner)|City Public Service (Operator),Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners,,,2002-04-01,Operating,2056,"STG1 (373.2), CTG1 (175)",548.2,1,223.460626683223,338,0.993239207211856,62009,8784,2013-01-04,2023-12-31,62009,0.397519958330236,0.155745907897842,0.00401362999645655,1494.73602310955,8784,8105,92.2700364298725,High,4013,,,,,,2002,22
,55137_CTG-2,TX,"Rio Nogales Power Project, LP",55137,CTG-2,,2013,"ARP, CAIRNOX, CAIRSO2",603938,6,,Guadalupe County,TX187,187,Electric Utility,29.5932,-97.9724,City Public Service (Owner)|City Public Service (Operator),Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners,,,2002-04-01,Operating,2105,"CTG2 (175), STG1 (373.2)",548.2,1,219.297114568146,338,0.992971946745278,62417,8784,2013-01-03,2023-12-31,62417,0.398713516670383,0.174585129912124,0.00402567930959007,1471.28848083054,8784,8156,92.8506375227687,High,4014,,,,,,2002,22
,55137_CTG-3,TX,"Rio Nogales Power Project, LP",55137,CTG-3,,2013,"ARP, CAIRNOX, CAIRSO2",603938,6,,Guadalupe County,TX187,187,Electric Utility,29.5932,-97.9724,City Public Service (Owner)|City Public Service (Operator),Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners,,,2002-04-01,Operating,2071,"CTG3 (175), STG1 (373.2)",548.2,1,222.537668303501,341,0.993437193093616,63130,8784,2013-01-08,2023-12-31,63130,0.403032491593768,0.165158800931296,0.00406930448095827,1509.20554588943,8784,8284,94.3078324225865,High,4009,,,,,,2002,22
,55139_CTG1,TX,Wolf Hollow Generating Station,55139,CTG1,,2013,"ARP, CAIRNOX, CAIRSO2","604669 (Ended Mar 21, 2013), 604240 (Started Mar 21, 2013)",6,ERCOT,Hood County,TX221,221,Electric Utility,32.3347,-97.7344,"Wolf Hollow I Power, LLC (Owner/Operator)|Wolf Hollow I Power, LLC (Owner/Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,2003-04-27,Operating,3055.6,"ST (280), CTG1 (264.8)",544.8,0,260.876794503692,411,0.993105004101723,58340,8784,2013-01-02,2023-12-19,58512,0.43976320133424,0.178817177039709,0.00444011241040687,1930.45193449207,8784,8648,98.4517304189435,High,4003,,,,,,2003,21
,55139_CTG2,TX,Wolf Hollow Generating Station,55139,CTG2,,2013,"ARP, CAIRNOX, CAIRSO2","604669 (Ended Mar 21, 2013), 604240 (Started Mar 21, 2013)",6,ERCOT,Hood County,TX221,221,Electric Utility,32.3347,-97.7344,"Wolf Hollow I Power, LLC (Owner/Operator)|Wolf Hollow I Power, LLC (Owner/Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,2003-04-29,Operating,3055.6,"ST (280), CTG2 (264.8)",544.8,0,258.59651322779,404,0.99247905672536,57241,8784,2013-01-01,2023-12-19,57411,0.43307490047708,0.180062623065072,0.00437258601186058,1884.47688193392,8784,8488,96.6302367941712,High,4004,,,,,,2003,21
,55141_CT1,GA,Hawk Road Energy Facility,55141,CT1,,2013,"ARP, CAIRNOX, CAIRSO2",3066,4,SERC,Heard County,GA149,149,Electric Utility,33.3577,-84.9912,Oglethorpe Power Corporation (Owner)|Oglethorpe Power Corporation (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners,,,2001-02-12,Operating,2076,CT1 (165),165,0,139.029403775635,180,0.90089976911585,14548,4339,2013-03-05,2023-12-19,14719,0.648866072531916,0.483352676414892,0.00655135743965239,1517.98367261986,7872,2174,27.6168699186992,Low,3941,,,,,,2001,23
,55141_CT2,GA,Hawk Road Energy Facility,55141,CT2,,2013,"ARP, CAIRNOX, CAIRSO2",3066,4,SERC,Heard County,GA149,149,Electric Utility,33.3577,-84.9912,Oglethorpe Power Corporation (Owner)|Oglethorpe Power Corporation (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners,,,2001-02-12,Operating,2076,CT2 (165),165,0,138.019277108434,179,0.900189006024096,13057,4023,2013-03-27,2023-12-21,13280,0.651545100212996,0.494502388569782,0.00657844798613778,1513.17878471386,7584,2022,26.6613924050633,Low,3921,,,,,,2001,23
,55141_CT3,GA,Hawk Road Energy Facility,55141,CT3,,2013,"ARP, CAIRNOX, CAIRSO2",3066,4,SERC,Heard County,GA149,149,Electric Utility,33.3577,-84.9912,Oglethorpe Power Corporation (Owner)|Oglethorpe Power Corporation (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners,,,2001-02-12,Operating,2076,CT3 (165),165,0,136.241167101072,201,0.890403996524761,13633,3840,2013-03-27,2023-12-21,13812,0.651332604584105,0.494976904105352,0.00657625216352963,1493.18954785694,7488,1996,26.6559829059829,Low,3921,,,,,,2001,23
,55144_STK1,TX,Hays Energy Facility,55144,STK1,,2013,"ARP, CAIRNOX, CAIRSO2",604031,6,,Hays County,TX209,209,Electric Utility,29.7806,-97.9894,"Hays Energy, LP (Owner)|IPA Operations, Inc. (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,2001-06-15,Operating,2140,U1 (300),300,0,182.089732833678,276,0.978411357831348,53400,8770,2013-01-13,2023-12-30,53637,0.431685332792996,0.105347235266768,0.00435859196516506,1322.68753375468,8784,8211,93.4767759562842,High,4003,,,,,,2001,23
,55144_STK2,TX,Hays Energy Facility,55144,STK2,,2013,"ARP, CAIRNOX, CAIRSO2",604031,6,,Hays County,TX209,209,Electric Utility,29.7806,-97.9894,"Hays Energy, LP (Owner)|IPA Operations, Inc. (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,2001-06-15,Operating,2140,U2 (300),300,0,187.164061783848,278,0.977759647997067,43387,8650,2013-01-15,2023-12-31,43636,0.434631084678743,0.10372795442098,0.00438834316894473,1368.82439497204,8784,6616,75.3187613843351,Medium,4002,,,,,,2001,23
,55144_STK3,TX,Hays Energy Facility,55144,STK3,,2013,"ARP, CAIRNOX, CAIRSO2",604031,6,,Hays County,TX209,209,Electric Utility,29.7806,-97.9894,"Hays Energy, LP (Owner)|IPA Operations, Inc. (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,2001-07-01,Operating,2140,U3 (300),300,0,195.734527574505,290,0.974117361896627,43002,8686,2013-01-15,2023-12-30,43319,0.434846827535811,0.100983692580655,0.00439053728353641,1432.21635407096,8784,6964,79.2805100182149,Medium,4001,,,,,,2001,23
,55144_STK4,TX,Hays Energy Facility,55144,STK4,,2013,"ARP, CAIRNOX, CAIRSO2",604031,6,,Hays County,TX209,209,Electric Utility,29.7806,-97.9894,"Hays Energy, LP (Owner)|IPA Operations, Inc. (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,2001-07-01,Operating,2140,U4 (300),300,0,189.059119170984,275,0.979955785837651,57585,8777,2013-01-01,2023-12-31,57900,0.426601200673492,0.102838576596422,0.00430726222381299,1357.13026001727,8784,8324,94.7632058287796,High,4016,,,,,,2001,23
,55146_CTGEN1,OK,"Green Country Energy, LLC",55146,CTGEN1,,2013,ARP,2885,6,SPP,Tulsa County,OK143,143,Electric Utility,35.9833,-95.9346,"Green Country Energy, LLC (Owner)|Green Country Operating Services Company (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,2001-10-28,Operating,2205,"CTG1 (179.3), STG1 (122)",301.3,0,231.508825715347,310,0.978946643131426,64555,8784,2013-01-01,2023-12-31,64584,0.426889937215443,0.190116427785186,0.00431016871184314,1662.98776611854,8784,8547,97.301912568306,High,4016,,,,,,2001,23
,55146_CTGEN2,OK,"Green Country Energy, LLC",55146,CTGEN2,,2013,ARP,2885,6,SPP,Tulsa County,OK143,143,Electric Utility,35.9833,-95.9346,"Green Country Energy, LLC (Owner)|Green Country Operating Services Company (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,2001-11-07,Operating,2205,"CTG2 (179.3), STG2 (122)",301.3,0,228.473616966909,308,0.977693241344065,62595,8777,2013-01-01,2023-12-31,62616,0.425915356969305,0.184634140294241,0.00430031691367545,1637.43368779545,8784,8558,97.4271402550091,High,4016,,,,,,2001,23
,55146_CTGEN3,OK,"Green Country Energy, LLC",55146,CTGEN3,,2013,ARP,2885,6,SPP,Tulsa County,OK143,143,Electric Utility,35.9833,-95.9346,"Green Country Energy, LLC (Owner)|Green Country Operating Services Company (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,2001-12-04,Operating,2205,"STG3 (122), CTG3 (179.3)",301.3,0,233.351682383364,304,0.979778417800901,64551,8779,2013-01-02,2023-12-31,64581,0.426794964195623,0.182240781654516,0.00430920960299826,1675.85417022034,8784,8656,98.5428051001822,High,4015,,,,,,2001,23
,55148_1,IN,Worthington Generation,55148,1,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2",603572,5,,Greene County,IN055,55,Electric Utility,39.0717,-87.0128,"Hoosier Energy REC, Inc. (Owner)|Hoosier Energy REC, Inc. (Operator)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Water Injection,,,2000-06-01,Operating,460,1 (47),47,0,28.5636160714286,49,0.85890873015873,7932,4152,2013-01-18,2023-12-18,8063,0.589535615207283,0.859929442512493,0.00595320769133921,283.346134176587,7776,1070,13.7602880658436,Low,3986,,,,,,2000,24
,55148_2,IN,Worthington Generation,55148,2,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2",603572,5,,Greene County,IN055,55,Electric Utility,39.0717,-87.0128,"Hoosier Energy REC, Inc. (Owner)|Hoosier Energy REC, Inc. (Operator)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Water Injection,,,2000-06-01,Operating,460,2 (47),47,0,28.4089779207486,49,0.852288346249452,6734,3793,2013-01-18,2023-12-18,6839,0.591081893467978,0.882373140013073,0.00596927257847845,282.564332650972,7608,851,11.1855941114616,Low,3986,,,,,,2000,24
